PUMFID,LFW_400,LFW_410,LFW_420A,LFW_420B,LFW_420C,LFW_440,AFT_P010,AFT_020,AFT_P040,AFT_050,AFT_070,AFT_080,AFT_090,BEF_P140,BEF_P150,BEF_160,DEM_P010,DEM_P030,DEM_P140,GRADAGEP,REG_INST,CERTLEVP,PGMCIPAP,COOP,PREVLEVP,HLOSGRDP,HLOSINTP,STULOANS,OWESLGD,OWEGVIN,SRCFUND,RESP,SCHOLAR,DBTOTGRD,DBTOTINT,DBTALGRD,DBTALINT,LFSTAT,LFCINDP,LFCOCCP,LFWFTPT1,JOBQLEVP,JOBQLGRD,JOBQLINT,JOBINCP,PERSINCP,REG_RESP,VISBMINP,CTZSHIPP,LHOMEP,LFIRSTP,FATHEDP,FATEDGRD,FATEDINT,MOTHEDP,MOTEDGRD,MOTEDINT,DDIS_FL,DTYPERP,DCLASSP,WTPF
55645,1,2,2,3,2,1,6,6,6,6,6,6,6,3,1,3,2,0,2,1,2,1,9,2,6,1,1,1,2,1,3,1,6,6,6,2,1,1,7,4,1,1,2,2,6,5,2,2,1,2,2,3,1,1,4,2,2,2,6,0,15.5494
55646,2,2,1,1,5,1,6,6,6,6,6,6,6,3,1,5,2,0,3,2,2,2,5,2,9,9,2,2,6,6,2,6,6,6,6,6,6,1,6,2,1,9,9,1,10,10,2,2,1,2,2,5,2,2,5,1,1,2,6,0,37.4128
55648,3,1,3,2,5,2,3,4,1,1,1,6,2,1,1,6,2,0,3,2,2,2,5,2,1,2,2,2,6,6,3,3,6,3,3,3,3,1,2,3,2,0,1,1,10,10,2,2,1,4,2,6,3,3,5,3,2,2,6,0,37.4128
55649,1,2,1,2,2,2,2,2,1,1,1,6,1,3,1,6,2,0,1,1,3,1,10,2,6,1,1,2,6,6,2,6,6,6,6,6,6,1,6,7,1,0,1,1,99,99,3,1,2,3,3,6,3,3,6,3,3,2,6,0,71.1378
55650,3,1,5,3,1,2,1,1,1,1,1,6,3,1,1,6,1,0,1,2,1,2,1,2,2,2,2,2,6,6,3,6,6,3,3,3,3,1,1,7,1,0,1,1,6,4,1,2,1,1,1,1,1,1,4,1,1,2,6,0,12.1596
55654,6,6,6,6,6,6,4,2,1,2,2,2,3,3,1,3,2,0,1,1,3,2,6,2,2,2,2,1,3,4,3,6,2,1,4,3,4,3,96,96,6,6,6,6,96,6,3,2,1,1,1,6,3,3,6,3,1,2,6,0,56.8409
55655,1,1,1,2,5,2,0,6,6,6,6,6,6,1,1,6,2,0,3,4,2,1,1,2,2,2,1,1,0,0,3,6,6,6,6,0,0,1,5,5,1,1,1,2,5,4,2,2,1,2,2,3,1,1,2,1,1,2,6,0,16.1185
55656,1,2,1,1,1,2,1,2,1,1,1,6,1,3,2,2,2,0,1,1,4,1,9,2,1,1,1,2,6,6,3,3,1,6,6,6,6,1,3,5,1,1,2,2,10,9,9,2,1,1,1,5,3,3,5,3,3,2,6,0,10.1044
55657,1,2,1,3,1,1,6,6,6,6,6,6,6,1,1,6,2,0,1,2,4,2,1,2,6,2,2,1,3,3,2,6,6,6,6,3,3,1,5,5,1,2,2,2,7,99,4,2,1,1,1,1,1,1,2,1,1,2,6,0,11.0243
55658,1,2,2,3,2,2,1,3,1,2,1,6,1,1,1,6,2,2,1,3,3,2,9,2,6,2,2,1,4,0,3,6,6,6,6,4,0,1,3,4,1,2,2,2,7,9,3,1,2,1,1,1,1,1,1,1,1,2,6,0,10.3919
55661,1,2,2,4,1,1,6,6,6,6,6,6,6,1,1,2,1,1,1,3,4,1,9,2,2,2,1,2,6,6,3,1,6,6,6,6,6,1,7,2,1,9,1,1,8,99,9,2,1,1,1,5,3,3,4,2,2,2,6,0,18.7256
55666,1,1,2,3,2,2,2,2,1,2,2,3,2,3,1,4,2,0,1,1,4,2,4,2,1,2,3,1,4,4,3,6,6,6,6,4,4,1,7,5,1,2,2,1,5,5,4,1,2,1,1,5,2,1,4,1,1,1,1,1,14.2388
55667,2,6,6,6,6,6,4,1,1,2,2,2,1,3,1,6,1,0,1,1,4,2,1,1,9,9,2,1,3,0,3,1,1,2,0,3,0,1,5,6,1,6,9,6,96,5,4,2,1,1,1,5,2,2,4,1,1,2,6,0,10.6816
55668,1,2,2,2,3,1,6,6,6,6,6,6,6,3,1,4,2,0,3,1,1,2,1,2,6,2,2,1,4,3,3,6,1,6,6,4,3,1,5,5,1,2,2,2,6,6,1,2,1,2,2,4,1,1,2,1,1,2,6,0,10.7072
55669,1,1,3,3,1,1,6,6,6,6,6,6,6,1,1,6,2,0,3,2,2,2,5,2,0,2,2,2,6,6,1,6,6,6,6,6,6,1,7,5,1,0,1,1,5,5,2,2,1,2,2,99,9,9,99,9,9,2,6,0,37.4128
55671,1,2,2,2,1,2,1,2,1,1,2,2,1,1,9,5,2,0,1,3,4,3,5,2,3,3,3,2,6,6,2,6,4,6,6,6,6,1,5,5,1,3,2,2,10,8,3,1,3,3,3,4,1,1,5,1,1,2,6,0,11.0301
55673,3,1,2,2,2,2,2,1,1,1,1,6,3,1,1,6,2,0,3,4,2,2,5,2,6,2,2,2,6,6,1,6,6,6,6,6,6,1,99,99,9,0,1,1,99,4,2,2,1,2,2,1,1,1,1,1,1,2,6,0,33.437
55675,3,2,2,2,2,2,1,2,1,1,2,2,1,3,1,2,2,1,2,1,2,1,4,2,1,1,1,2,6,6,2,3,6,6,6,6,6,1,1,2,1,0,1,1,4,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,18.8757
55676,1,2,2,4,3,2,2,2,1,1,1,6,1,3,1,1,2,0,1,1,4,3,5,2,2,3,3,1,2,1,3,6,6,1,0,2,1,1,4,2,1,3,2,2,7,5,4,1,1,1,5,2,1,1,2,1,1,2,6,0,14.1703
55677,3,2,2,2,1,1,6,6,6,6,6,6,6,3,1,4,2,0,1,3,3,3,7,2,2,3,3,1,4,4,3,6,1,6,6,4,4,1,6,7,1,9,1,1,4,99,3,2,1,1,1,99,9,9,6,1,1,1,1,1,11.7664
55678,2,3,1,1,1,1,6,6,6,6,6,6,6,3,2,2,1,0,1,1,1,2,5,2,6,2,2,2,6,6,1,6,6,6,6,6,6,1,3,7,1,2,2,2,8,6,3,2,1,1,1,5,2,2,5,2,2,2,6,0,10.6607
55680,2,1,2,4,2,1,6,6,6,6,6,6,6,3,1,3,1,0,1,1,4,2,7,2,6,2,2,2,6,6,3,9,2,6,6,6,6,1,1,3,1,2,2,2,5,5,4,2,1,1,1,5,2,2,2,1,1,2,6,0,10.3037
55681,1,2,2,3,2,2,2,2,1,1,2,1,2,5,1,4,1,0,1,2,4,2,8,1,6,2,2,1,3,0,3,6,2,6,6,3,0,1,3,3,1,2,2,2,8,8,4,2,1,1,1,1,1,1,4,1,1,1,1,1,10.0927
55682,1,1,2,2,2,1,6,6,6,6,6,6,6,1,1,6,1,2,3,4,1,1,1,2,9,9,1,2,6,6,3,6,6,6,6,6,6,1,5,5,1,3,2,3,10,10,1,2,1,1,1,2,1,1,5,3,3,2,6,0,10.4896
55683,1,2,1,1,2,1,6,6,6,6,6,6,6,1,1,5,2,0,1,3,3,3,5,2,2,3,3,1,4,4,3,1,1,6,6,4,4,1,5,5,1,3,2,2,8,7,3,2,1,1,1,3,1,1,4,1,1,1,2,1,11.7664
55685,1,1,4,2,3,2,3,2,1,1,1,6,2,1,1,4,1,0,1,1,4,1,8,2,6,1,1,2,6,6,3,6,1,1,0,1,0,1,7,7,1,1,2,2,4,3,9,2,1,1,1,3,1,1,5,3,3,2,6,0,10.7957
55686,2,3,1,2,2,1,6,6,6,6,6,6,6,1,1,6,1,1,2,4,2,1,5,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,7,2,1,0,1,1,5,5,2,2,1,2,2,3,1,1,99,9,1,2,6,0,17.2455
55687,6,6,6,6,6,6,3,1,2,2,6,6,2,1,1,6,1,0,1,1,4,1,4,2,6,1,2,1,0,0,3,6,6,6,6,0,0,3,96,96,6,6,6,6,96,99,9,2,1,1,1,4,2,1,2,1,1,1,2,3,10.6181
55688,1,2,1,1,2,2,3,2,1,1,2,2,1,1,1,6,1,1,2,3,2,2,5,2,0,2,3,1,4,4,2,6,6,3,3,4,4,1,7,5,1,2,2,1,5,3,2,2,1,2,2,3,1,1,1,1,1,2,6,0,33.437
55689,1,2,5,5,5,2,3,2,1,1,2,1,1,3,1,2,2,0,1,1,1,1,10,2,6,1,1,1,3,3,2,6,6,6,6,3,3,1,3,5,1,1,2,2,8,4,1,2,1,1,1,1,1,1,3,1,1,2,6,0,12.8126
55691,2,1,2,5,5,1,6,6,6,6,6,6,6,1,1,6,1,1,3,3,3,2,5,2,6,2,2,2,6,6,1,6,6,3,3,3,3,1,7,5,1,2,2,2,5,5,3,2,2,3,3,5,2,2,6,3,3,2,6,0,54.3093
55696,1,2,1,1,2,1,6,6,6,6,6,6,6,1,1,2,1,0,1,1,3,2,4,2,6,2,3,1,4,1,3,6,2,6,6,4,1,1,5,5,1,2,2,1,7,7,3,1,1,1,1,5,2,1,5,2,1,2,6,0,63.2254
55697,3,1,2,4,2,2,1,1,1,2,2,2,1,4,1,6,2,0,1,2,3,3,1,2,2,3,3,1,4,4,3,6,6,0,4,4,4,1,2,7,2,9,1,1,1,1,3,1,1,5,5,5,1,1,5,1,1,1,1,1,12.3149
55702,1,2,4,4,2,1,6,6,6,6,6,6,6,2,1,6,1,0,1,2,4,2,4,2,2,2,2,1,4,0,3,6,3,3,0,4,0,1,4,5,1,2,2,2,10,8,4,2,1,1,1,6,3,3,5,2,2,2,6,0,10.376
55703,1,1,2,1,2,2,2,2,1,1,1,6,1,1,2,6,2,0,1,1,4,2,8,2,6,2,2,2,6,6,3,6,6,3,3,3,3,1,1,8,1,0,1,1,10,10,4,2,1,1,1,1,1,1,6,3,3,2,6,0,24.7214
55705,1,1,2,3,3,2,1,2,1,1,1,6,1,1,9,3,2,0,1,2,2,3,7,2,2,3,3,2,6,6,2,6,6,6,6,6,6,1,4,3,1,2,1,1,10,10,3,1,3,5,3,5,1,1,5,1,1,2,6,0,30.2756
55707,3,2,2,4,2,2,2,2,1,2,1,6,1,1,1,2,2,2,1,1,1,1,9,2,6,1,1,1,3,3,2,6,6,6,6,3,3,1,6,7,2,0,1,1,2,1,1,2,1,1,1,1,1,1,5,3,3,2,6,0,10.0456
55709,1,2,2,2,2,2,3,1,1,1,2,1,3,3,1,4,1,0,1,2,4,2,1,2,6,2,2,2,6,6,3,2,3,2,0,2,0,1,5,5,1,2,2,2,8,9,4,2,1,1,1,6,3,3,6,3,3,1,2,3,11.2232
55710,1,2,2,2,1,2,2,1,1,1,1,6,1,1,1,6,1,2,1,3,4,1,10,1,6,1,1,2,6,6,1,6,6,6,6,6,6,1,6,7,1,0,1,1,5,3,9,1,1,3,3,2,1,1,2,1,1,2,6,0,44.0902
55712,2,2,1,1,1,2,3,1,1,1,2,2,1,3,1,3,1,0,1,2,3,3,7,1,3,3,3,1,4,0,3,1,4,6,6,4,0,1,3,3,1,3,2,2,9,8,3,2,1,1,1,5,1,1,4,1,1,2,6,0,11.2514
55715,1,2,2,3,2,2,2,2,1,1,1,6,1,1,1,6,1,0,1,1,4,1,5,2,1,1,1,1,2,0,3,6,6,2,0,3,0,1,4,2,1,9,1,1,4,4,9,2,1,1,1,1,1,1,1,1,1,1,1,1,10.4827
55716,1,2,3,3,2,1,6,6,6,6,6,6,6,1,1,5,2,0,1,1,4,1,10,2,6,1,1,1,2,0,3,6,6,6,6,2,0,1,3,5,1,1,2,2,8,8,9,2,1,1,1,2,1,1,2,1,1,2,6,0,18.7256
55717,1,2,1,2,1,2,4,1,1,1,2,2,1,1,1,6,1,0,3,1,1,2,5,2,6,2,2,2,6,6,3,6,2,6,6,6,6,1,6,3,1,2,2,2,9,3,4,2,1,1,1,2,1,1,3,1,1,2,6,0,10.1654
55718,1,1,2,5,1,1,6,6,6,6,6,6,6,3,1,2,2,0,1,1,4,2,10,2,6,2,2,2,6,6,3,6,1,3,1,3,1,1,6,7,2,0,1,1,2,1,4,2,1,1,1,5,2,1,4,1,1,2,6,0,24.7214
55719,3,1,4,3,2,1,6,6,6,6,6,6,6,1,1,6,2,0,1,2,3,3,6,2,2,3,3,1,0,3,3,6,1,4,4,4,4,1,6,7,2,0,1,1,2,4,3,2,1,1,1,4,1,1,4,1,1,2,6,0,11.2514
55724,1,2,1,3,1,1,6,6,6,6,6,6,6,3,1,4,1,0,1,1,4,1,8,2,6,1,1,2,6,6,3,1,1,6,6,6,6,1,1,8,1,0,1,1,6,5,9,2,1,1,1,4,2,2,5,3,3,2,6,0,10.7957
55726,1,1,2,2,2,2,2,1,1,2,1,6,1,3,1,5,2,0,1,1,3,1,10,1,6,1,1,1,1,0,2,6,6,6,6,1,0,1,2,7,1,9,1,1,3,3,3,1,1,3,3,2,1,1,4,2,2,2,6,0,71.1378
55727,6,6,6,6,6,6,2,2,1,2,2,2,1,3,1,6,2,0,3,1,2,2,1,2,1,2,2,2,6,6,1,6,6,6,6,6,6,2,96,96,6,6,6,6,96,5,2,2,1,2,2,4,1,1,3,1,1,2,6,0,32.2566
55732,6,6,6,6,6,6,1,4,2,2,6,6,1,3,2,6,1,3,1,4,4,3,5,2,3,3,3,1,4,9,2,6,6,6,6,4,9,2,96,96,6,6,6,6,96,2,3,1,2,1,3,2,1,1,4,1,1,2,6,0,10.1781
55733,1,1,2,2,1,2,1,2,1,2,2,3,1,1,1,6,1,0,1,4,4,3,1,2,3,3,3,2,6,6,1,6,6,6,6,6,6,1,5,1,1,2,1,1,10,99,4,2,1,1,1,3,1,1,2,1,1,2,6,0,10.0311
55734,2,1,3,2,2,2,3,1,1,1,1,6,2,1,1,6,1,2,1,4,4,1,7,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,1,3,1,0,1,1,6,7,9,1,2,5,3,6,3,3,6,3,3,2,6,0,10.0237
55735,1,2,2,2,1,2,1,1,1,1,1,6,3,1,1,5,2,0,2,1,3,1,10,2,6,1,1,2,6,6,2,6,6,6,6,6,6,1,3,5,1,1,2,2,7,7,1,2,1,2,2,1,1,1,2,1,1,2,6,0,51.9627
55736,3,2,2,3,3,1,6,6,6,6,6,6,6,3,1,3,2,0,1,1,4,2,2,2,6,2,2,1,3,2,3,6,6,4,4,4,4,1,2,7,1,0,1,1,3,4,4,2,1,1,1,3,1,1,2,1,1,1,1,1,10.3037
55738,3,2,1,2,1,2,2,1,1,1,1,6,3,3,1,6,2,0,3,1,4,2,3,2,6,2,2,2,6,6,3,6,1,6,6,6,6,1,2,7,1,0,1,1,5,4,4,2,1,1,1,1,1,1,3,1,1,2,6,0,10.8597
55740,6,6,6,6,6,6,0,6,6,6,6,6,6,3,1,3,2,0,3,1,3,2,6,2,6,2,2,1,0,4,3,4,3,0,4,0,4,3,96,96,6,6,6,6,96,1,3,2,1,1,1,6,3,3,4,1,1,2,6,0,56.8409
55741,1,2,3,3,2,1,6,6,6,6,6,6,6,1,1,5,1,0,1,2,3,1,8,2,2,2,1,1,4,3,3,6,6,6,6,4,3,1,2,8,1,1,1,2,8,8,3,1,2,5,3,5,3,3,5,3,3,1,2,1,51.9627
55742,1,2,2,2,2,2,1,1,2,1,6,6,2,1,1,6,2,0,1,1,3,1,5,2,6,1,1,2,6,6,3,3,6,0,0,0,0,1,6,1,1,0,1,1,5,5,3,2,1,1,1,6,3,3,6,3,3,2,6,0,51.9627
55744,2,1,2,4,2,1,6,6,6,6,6,6,6,3,9,1,2,0,1,1,1,2,4,2,6,2,3,2,6,6,3,6,4,6,6,6,6,1,4,2,1,3,3,2,5,3,1,1,9,1,1,2,1,1,6,3,2,1,1,1,11.6136
55746,2,2,3,2,2,2,3,2,1,1,1,6,3,3,1,6,2,0,1,1,1,2,4,2,6,2,3,1,3,4,3,3,1,0,3,3,4,1,7,5,2,1,1,1,3,1,1,2,1,1,1,2,1,1,4,1,1,1,1,1,10.6607
55747,1,2,2,1,1,2,2,2,1,1,1,6,1,3,1,6,1,2,1,3,4,1,8,2,6,1,1,1,1,1,3,6,6,6,6,1,1,1,1,8,1,0,1,1,7,3,9,2,1,1,1,99,9,9,5,3,3,2,6,0,44.0902
55748,3,2,2,2,2,1,6,6,6,6,6,6,6,1,1,6,2,0,1,1,4,1,4,2,6,1,1,1,0,3,3,6,1,6,6,0,3,1,7,4,1,1,2,2,6,99,9,2,1,1,1,4,2,2,1,1,1,2,6,0,15.9668
55750,2,2,2,4,1,1,6,6,6,6,6,6,6,1,1,4,1,0,1,2,3,2,5,1,2,2,3,2,6,6,1,6,4,6,6,6,6,1,3,5,1,3,3,2,6,99,3,1,2,1,3,99,9,9,99,9,9,2,6,0,63.2254
55751,3,1,4,2,5,2,3,2,1,1,1,6,3,3,9,2,1,0,1,1,3,3,2,2,6,3,3,2,6,6,1,6,6,6,6,6,6,1,4,6,1,2,1,1,9,9,4,1,3,1,3,5,1,1,6,2,2,2,6,0,32.1297
55752,6,6,6,6,6,6,2,2,1,1,2,2,3,3,2,1,2,0,1,1,3,1,2,2,6,1,2,2,6,6,1,6,6,6,6,6,6,3,96,96,6,6,6,6,96,1,2,2,1,1,1,1,1,1,3,1,1,2,6,0,51.9627
55753,2,2,4,2,2,1,6,6,6,6,6,6,6,3,1,3,2,0,1,1,4,2,6,1,6,2,2,1,3,0,3,3,1,2,2,4,2,1,7,5,1,2,2,2,6,4,4,1,1,5,3,6,3,3,2,1,1,2,6,0,12.801
55757,1,2,1,1,1,2,2,2,1,2,2,1,3,1,1,5,1,0,1,2,4,1,9,2,2,2,1,2,6,6,3,9,1,6,6,6,6,1,7,4,1,1,1,2,8,8,9,2,1,1,1,2,1,1,99,9,9,2,6,0,14.3545
55759,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,6,1,0,1,4,4,3,5,2,3,3,3,1,0,0,3,6,3,6,6,0,0,1,5,5,1,3,1,1,10,10,4,2,2,1,3,5,1,1,2,1,1,2,6,0,10.0681
55762,2,1,1,3,5,2,1,2,1,1,1,6,3,1,1,3,1,0,1,1,4,2,6,2,6,2,3,1,4,3,3,6,1,6,6,4,3,1,4,3,1,0,1,1,4,2,4,2,1,1,9,1,1,1,4,1,1,1,1,1,11.0243
55764,3,2,2,4,2,1,6,6,6,6,6,6,6,3,2,1,2,0,1,1,4,2,6,2,6,2,2,2,6,6,2,9,1,6,6,6,6,1,99,2,1,0,1,1,99,99,4,1,1,5,3,99,9,9,99,9,9,2,6,0,10.0555
55765,1,2,2,2,2,2,2,1,1,1,2,2,1,3,1,3,1,0,3,1,1,3,5,1,2,3,3,1,4,4,3,6,2,3,1,4,4,1,3,1,1,3,2,2,5,5,1,2,1,2,2,2,1,1,4,1,1,2,6,0,11.9214
55767,6,6,6,6,6,6,1,1,1,2,2,2,1,3,1,6,1,0,1,1,3,3,9,2,2,3,3,1,9,9,3,9,9,6,6,9,9,2,96,96,6,6,6,6,96,3,3,1,1,5,5,4,1,1,4,1,1,1,1,1,11.2514
55770,1,2,1,1,4,2,1,1,1,2,1,6,1,1,1,6,1,0,3,4,2,3,4,2,3,3,3,2,6,6,2,6,6,4,3,4,3,1,6,3,1,2,1,1,6,7,2,1,2,3,3,5,1,1,5,1,1,1,1,1,11.4497
55771,1,1,1,1,1,2,1,5,1,1,1,6,3,3,1,1,2,0,2,1,2,1,10,2,6,1,1,1,4,3,2,6,6,6,6,4,3,1,3,5,1,1,2,2,5,5,2,2,1,2,2,2,1,1,3,1,1,2,6,0,17.2455
55772,3,1,2,4,3,2,4,1,1,1,1,6,3,3,1,5,2,0,1,1,4,2,3,2,6,2,2,1,4,4,2,6,6,6,6,4,4,1,99,99,9,0,1,1,5,99,4,9,2,9,3,99,9,9,99,9,9,2,6,0,10.8597
55773,1,2,1,1,2,2,3,1,1,2,1,6,3,1,1,6,2,0,3,1,2,1,5,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,2,7,2,9,1,1,2,99,2,2,1,5,1,2,1,1,2,1,1,2,6,0,17.2455
55774,3,3,1,1,1,1,6,6,6,6,6,6,6,1,1,6,2,0,2,1,2,1,7,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,2,7,1,1,2,2,6,99,2,2,1,2,2,2,1,1,4,2,2,1,2,1,15.5494
55775,1,2,2,2,2,2,0,6,6,6,6,6,6,3,1,2,1,1,1,2,4,2,5,2,6,2,2,2,6,6,2,6,6,6,6,6,6,1,6,7,1,0,1,1,6,6,4,1,1,1,3,99,9,9,5,1,1,2,6,0,14.1666
55776,1,2,3,2,1,1,6,6,6,6,6,6,6,1,1,6,1,1,3,3,2,2,9,2,1,2,2,2,6,6,3,6,6,6,6,6,6,1,7,4,1,1,1,1,8,6,2,2,1,2,2,5,3,2,5,3,2,2,6,0,33.437
55778,1,1,1,4,2,2,4,2,1,1,2,1,1,3,1,1,2,0,1,1,1,1,4,2,6,1,1,1,4,3,3,6,6,0,0,4,3,1,7,4,1,1,2,2,4,99,1,2,1,1,1,4,2,2,4,2,2,1,2,3,11.5193
55780,1,2,1,2,1,1,6,6,6,6,6,6,6,1,1,4,1,0,3,2,2,2,5,2,6,2,2,1,2,0,3,6,6,6,6,2,0,1,3,7,1,1,1,1,6,5,2,1,2,5,3,3,1,1,1,1,1,2,6,0,37.4128
55781,1,2,1,1,1,2,3,1,1,1,2,4,1,3,1,6,1,0,1,2,1,2,9,2,2,2,2,1,4,0,3,6,1,6,6,4,0,1,2,4,1,2,2,2,9,8,1,2,1,1,1,2,1,1,5,2,2,2,6,0,10.8356
55785,2,2,1,2,2,1,6,6,6,6,6,6,6,3,1,4,1,0,3,1,4,2,6,2,6,2,3,2,6,6,3,3,4,6,6,6,6,1,5,5,1,2,2,1,3,3,4,2,1,2,2,3,1,1,5,2,1,2,6,0,11.0243
55786,1,1,2,2,4,1,6,6,6,6,6,6,6,1,1,2,2,0,1,1,4,2,5,2,6,2,2,1,4,4,1,9,9,9,9,9,9,1,3,2,1,2,2,2,6,4,4,1,1,5,3,2,1,1,4,1,1,1,1,1,11.1206
55788,3,2,2,2,2,2,1,2,1,1,1,6,2,3,2,2,2,0,1,1,4,2,8,1,6,2,2,2,6,6,3,6,4,1,0,1,0,1,6,5,1,2,2,2,10,10,3,2,1,1,1,3,1,1,5,2,2,2,6,0,11.0243
55791,6,6,6,6,6,6,2,1,1,2,1,6,3,3,1,4,2,0,1,1,4,2,5,2,9,9,2,2,6,6,3,6,6,4,3,4,3,2,96,96,6,6,9,6,96,2,4,2,1,1,1,4,1,1,4,1,1,1,1,1,18.0577
55792,1,2,3,3,2,2,4,1,1,1,2,3,1,2,1,6,2,0,1,1,3,1,10,1,6,1,1,2,6,6,3,6,6,3,1,3,1,1,6,7,1,0,1,1,3,3,3,9,1,1,3,1,1,1,1,1,1,1,2,1,71.1378
55793,6,6,6,6,6,6,0,6,6,6,6,6,6,2,1,6,1,0,1,4,1,1,8,2,6,1,1,2,6,6,1,6,6,6,6,6,6,2,96,96,6,6,6,6,96,5,1,2,1,1,1,2,1,1,2,1,1,1,2,2,10.0456
55794,3,2,3,1,2,1,6,6,6,6,6,6,6,3,1,2,2,0,3,1,3,2,6,2,6,2,3,2,6,6,3,9,1,3,0,3,0,1,2,7,1,2,2,1,8,8,3,2,1,1,1,6,3,3,5,2,1,2,6,0,12.1934
55795,3,6,6,6,6,6,1,2,1,2,2,2,2,3,1,3,1,0,1,3,3,3,8,2,3,3,3,2,6,6,3,9,2,6,6,6,6,1,7,4,1,6,6,6,96,1,3,1,1,1,3,6,2,2,4,1,1,2,6,0,10.1695
55796,6,6,6,6,6,6,3,3,1,1,1,6,3,3,1,3,1,1,3,1,1,1,10,2,6,1,1,2,6,6,3,0,6,6,6,6,6,2,96,96,6,6,6,6,96,5,1,1,1,2,2,6,3,3,6,3,3,2,6,0,10.3738
55798,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,3,3,3,10,2,0,3,3,1,4,9,3,6,6,6,6,4,9,1,5,5,1,3,2,2,7,7,3,2,1,1,1,1,1,1,4,1,1,2,6,0,11.2514
55800,3,2,2,4,3,2,5,1,1,1,1,6,1,3,2,2,2,0,1,1,1,1,8,2,6,1,2,1,2,2,1,9,9,9,9,9,9,1,3,2,1,0,1,1,3,1,1,2,1,1,1,1,1,1,4,2,1,1,2,1,11.4527
55801,6,6,6,6,6,6,1,5,1,1,1,6,2,3,1,3,2,0,1,1,4,1,5,2,6,1,2,1,2,0,3,6,2,6,6,2,0,3,96,96,6,6,6,6,96,6,9,1,2,3,3,5,3,2,5,3,2,2,6,0,27.461
55802,2,2,2,2,1,1,6,6,6,6,6,6,6,1,1,4,1,0,1,2,3,3,5,2,2,3,3,2,6,6,2,6,6,4,4,4,4,1,3,1,1,2,1,1,10,10,3,2,1,1,1,5,1,1,5,1,1,2,6,0,12.3149
55803,1,2,2,3,2,2,1,2,1,1,1,6,1,1,1,4,2,0,1,1,1,1,5,1,6,1,1,2,6,6,2,6,6,3,2,3,2,1,3,2,1,1,2,2,4,5,1,2,1,1,1,5,3,3,5,3,3,2,6,0,10.7196
55804,2,1,2,1,2,2,2,1,2,1,6,6,2,3,1,4,2,0,3,1,3,2,6,2,6,2,3,2,6,6,3,9,6,6,6,6,6,1,99,99,1,2,2,1,6,99,3,2,1,2,4,6,3,3,6,3,3,1,1,1,46.8245
55806,1,2,2,4,2,1,6,6,6,6,6,6,6,3,1,2,1,0,2,1,2,1,1,2,6,1,1,1,1,0,3,6,6,1,1,2,1,1,7,5,2,1,2,2,2,4,2,2,1,2,2,3,1,1,3,1,1,2,6,0,16.1185
55807,2,2,1,1,1,2,4,1,1,2,1,6,3,3,1,1,2,0,3,1,2,1,8,2,6,1,2,2,6,6,1,6,6,6,6,6,6,1,1,3,1,1,2,1,7,2,2,2,1,2,2,4,2,1,5,3,1,2,6,0,16.1185
55808,1,2,2,2,1,2,2,1,1,2,1,6,1,3,1,2,2,0,3,1,2,1,9,2,6,1,2,1,0,0,2,6,6,6,6,0,0,1,7,4,1,1,2,1,6,99,2,2,1,2,2,1,1,1,99,9,9,2,6,0,15.5494
55810,3,1,2,2,1,1,6,6,6,6,6,6,6,3,1,3,2,0,1,1,1,2,1,2,2,2,2,1,4,3,3,6,2,1,0,4,3,1,6,7,1,2,2,2,8,5,1,2,1,1,1,3,1,1,3,1,1,2,6,0,10.0027
55811,1,1,2,2,1,2,3,2,1,1,1,6,2,1,1,5,2,0,1,1,4,1,4,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,3,2,1,0,1,1,5,4,9,2,1,1,1,2,1,1,2,1,1,1,1,1,32.2057
55814,1,6,6,6,6,6,1,2,2,1,6,6,1,3,1,6,1,0,1,2,1,2,4,2,1,2,2,1,4,4,3,6,6,6,6,4,4,1,7,5,1,6,6,6,96,4,1,2,1,1,1,3,1,1,3,1,1,1,1,1,10.8356
55816,1,2,2,2,2,2,2,1,1,1,2,2,3,1,9,3,2,0,1,2,4,2,5,2,6,2,2,2,6,6,2,6,6,6,6,6,6,1,2,2,1,2,2,2,99,99,4,1,9,5,3,5,2,2,5,2,2,2,6,0,12.9416
55819,3,1,5,5,1,1,6,6,6,6,6,6,6,3,1,3,2,0,1,1,3,1,8,2,6,1,2,1,9,9,2,9,6,6,6,9,9,1,2,7,1,0,1,1,3,4,3,1,1,1,1,5,3,1,4,3,1,1,1,1,51.9627
55820,6,6,6,6,6,6,4,2,1,1,2,3,3,2,1,6,2,0,3,3,2,3,8,1,1,3,3,1,2,1,2,6,6,6,6,2,1,2,96,96,6,6,6,6,96,3,2,1,2,2,3,4,1,1,99,9,9,2,6,0,10.4609
