PUMFID,LFW_400,LFW_410,LFW_420A,LFW_420B,LFW_420C,LFW_440,AFT_P010,AFT_020,AFT_P040,AFT_050,AFT_070,AFT_080,AFT_090,BEF_P140,BEF_P150,BEF_160,DEM_P010,DEM_P030,DEM_P140,GRADAGEP,REG_INST,CERTLEVP,PGMCIPAP,COOP,PREVLEVP,HLOSGRDP,HLOSINTP,STULOANS,OWESLGD,OWEGVIN,SRCFUND,RESP,SCHOLAR,DBTOTGRD,DBTOTINT,DBTALGRD,DBTALINT,LFSTAT,LFCINDP,LFCOCCP,LFWFTPT1,JOBQLEVP,JOBQLGRD,JOBQLINT,JOBINCP,PERSINCP,REG_RESP,VISBMINP,CTZSHIPP,LHOMEP,LFIRSTP,FATHEDP,FATEDGRD,FATEDINT,MOTHEDP,MOTEDGRD,MOTEDINT,DDIS_FL,DTYPERP,DCLASSP,WTPF
28813,1,2,2,2,2,2,0,6,6,6,6,6,6,1,9,4,1,0,1,3,2,3,8,1,6,3,3,2,6,6,1,6,6,9,9,9,9,1,4,3,1,3,2,2,99,99,4,1,3,5,3,5,1,1,1,1,1,2,6,0,13.9653
28814,1,2,1,4,2,2,1,2,1,1,2,4,2,3,1,4,2,0,1,1,1,2,5,2,6,2,2,1,4,4,3,6,6,6,6,4,4,1,6,2,1,2,2,2,4,3,1,2,1,1,1,2,1,1,99,9,9,2,6,0,10.1859
28815,1,2,2,2,4,2,3,2,1,2,2,2,1,3,1,3,2,0,3,2,3,3,6,2,2,3,3,2,6,6,3,4,3,6,6,6,6,1,4,3,1,3,2,2,7,6,3,2,1,1,1,5,1,1,6,2,2,2,6,0,16.0649
28816,2,2,1,2,2,1,6,6,6,6,6,6,6,1,9,6,2,0,1,2,1,3,4,2,2,3,3,2,6,6,2,6,6,3,0,3,0,1,6,2,1,2,1,1,4,5,1,1,3,1,1,5,1,1,5,1,1,2,6,0,11.4789
28817,1,2,2,2,2,1,6,6,6,6,6,6,6,3,1,5,1,0,3,2,1,2,9,2,2,2,2,1,4,4,3,6,6,4,4,4,4,1,7,4,1,2,2,2,8,7,3,2,1,1,1,1,1,1,2,1,1,2,6,0,10.8356
28819,6,6,6,6,6,6,2,2,1,2,2,2,1,3,1,4,2,0,1,2,3,3,8,2,2,3,3,2,6,6,3,6,4,3,4,3,4,3,96,96,6,6,6,6,96,3,4,2,1,1,1,6,1,1,4,1,1,1,2,1,10.1448
28820,3,2,1,2,1,2,2,1,1,1,1,6,2,1,1,6,1,2,3,3,2,3,5,2,3,3,3,1,0,0,3,6,4,6,6,0,0,1,3,3,1,3,1,2,10,10,2,2,1,2,2,5,1,1,4,1,1,2,6,0,13.9653
28821,1,2,1,4,3,1,6,6,6,6,6,6,6,3,1,6,2,0,3,1,2,1,9,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,7,4,1,1,2,2,6,5,2,2,1,2,2,5,3,3,4,2,2,2,6,0,16.1185
28822,1,2,1,1,2,2,2,2,1,1,1,6,1,3,2,3,1,0,1,1,4,1,5,2,6,1,1,2,6,6,3,4,3,6,6,6,6,1,1,2,1,1,2,2,6,6,9,2,1,1,1,3,1,1,4,2,2,2,6,0,10.4827
28823,1,1,1,2,2,1,6,6,6,6,6,6,6,3,1,3,2,0,3,1,2,1,5,2,6,1,2,2,6,6,2,6,1,6,6,6,6,1,1,2,1,1,2,1,5,3,2,2,1,2,2,2,1,1,2,1,1,2,6,0,16.1185
28824,3,2,1,1,1,2,3,2,1,1,1,6,3,1,1,5,2,0,1,2,4,2,5,2,6,2,2,1,1,0,3,6,1,6,6,1,0,1,3,2,1,2,2,2,7,6,4,2,1,1,1,5,2,2,6,3,3,1,2,1,11.0918
28825,1,1,2,4,3,1,6,6,6,6,6,6,6,2,1,6,1,3,3,4,2,1,5,2,1,1,1,1,2,2,2,6,6,6,6,2,2,1,1,3,1,1,2,2,4,4,2,1,2,5,3,1,1,1,1,1,1,2,6,0,17.2455
28826,6,6,6,6,6,6,3,2,1,1,1,6,1,1,1,3,1,0,1,1,3,2,1,2,2,2,2,1,2,0,3,6,6,0,0,2,0,2,96,96,6,6,6,6,96,3,3,1,1,3,3,5,2,2,5,2,2,1,1,1,56.8409
28829,2,1,2,2,1,2,2,1,1,1,1,6,2,1,1,5,2,0,1,1,4,1,8,2,6,1,1,2,6,6,3,6,1,1,1,1,1,1,2,8,1,0,1,1,9,8,9,2,1,1,1,3,1,1,99,9,9,2,6,0,44.0902
28830,2,1,1,4,1,2,1,2,1,1,2,2,2,3,1,1,1,0,3,2,2,3,6,2,2,3,3,1,1,1,3,6,4,6,6,1,1,1,3,5,1,2,1,1,5,6,2,2,1,2,2,4,1,1,5,1,1,1,1,1,13.9653
28831,3,1,4,4,4,1,6,6,6,6,6,6,6,1,1,6,1,0,1,4,4,2,4,2,6,2,2,1,4,4,3,6,6,0,0,4,4,1,2,8,1,0,1,1,4,2,4,9,1,1,1,5,2,2,5,2,2,1,3,3,14.2388
28832,1,2,1,1,2,1,6,6,6,6,6,6,6,1,1,6,1,0,1,4,4,3,3,2,3,3,3,2,6,6,2,6,6,6,6,6,6,1,7,5,1,3,2,2,8,8,4,2,1,1,1,5,1,1,5,1,1,1,2,1,11.3602
28833,3,2,2,2,2,1,6,6,6,6,6,6,6,1,1,2,2,0,1,1,4,2,4,2,2,2,2,2,6,6,3,6,1,0,0,0,0,1,7,4,1,1,1,1,6,4,4,2,1,1,1,6,3,3,5,2,2,2,6,0,10.1339
28834,3,1,3,2,1,2,1,2,1,1,1,6,1,1,1,6,2,0,1,2,1,1,8,2,6,1,1,2,6,6,2,6,6,6,6,6,6,1,1,9,1,9,1,1,10,10,1,2,1,1,1,3,1,1,5,3,3,2,6,0,10.82
28837,6,6,6,6,6,6,1,2,1,2,1,6,1,4,1,1,2,0,1,3,4,2,5,2,6,2,2,1,3,3,3,6,1,6,6,3,3,3,96,96,6,6,6,6,96,2,4,2,1,1,1,3,1,1,2,1,1,1,1,1,11.1206
28839,2,1,1,4,1,2,1,2,1,2,1,6,2,1,1,6,1,0,1,2,1,1,9,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,5,5,1,0,1,1,4,2,1,2,1,1,1,2,1,1,99,9,9,2,6,0,10.7196
28841,3,2,2,3,2,2,1,1,1,2,1,6,3,1,1,3,2,0,1,2,3,2,4,2,0,2,2,1,3,3,3,6,6,2,0,3,3,1,3,7,1,0,1,1,3,4,3,2,2,1,1,4,1,1,4,1,1,2,6,0,63.2254
28845,1,2,1,1,2,2,2,2,1,2,1,6,3,3,1,4,2,0,1,1,4,2,5,2,1,2,2,2,6,6,2,6,6,6,6,6,6,1,2,2,1,2,2,2,9,4,4,2,1,1,1,4,1,1,4,1,1,2,6,0,10.8597
28846,1,2,1,1,1,2,1,4,1,1,1,6,3,3,1,5,1,1,3,3,2,3,5,2,2,3,3,1,3,3,3,6,2,6,6,3,3,1,1,2,1,3,2,2,6,6,2,2,2,2,3,4,1,1,4,1,1,2,6,0,14.4764
28848,1,2,1,1,1,2,1,2,1,1,1,6,1,3,1,5,2,0,3,1,4,2,10,2,6,2,2,2,6,6,2,6,6,4,3,4,3,1,2,7,1,2,2,2,6,6,4,2,1,1,1,1,1,1,4,1,1,2,6,0,10.2788
28850,1,2,1,2,1,1,6,6,6,6,6,6,6,1,1,6,1,0,3,4,4,1,10,2,2,2,1,1,3,0,3,6,2,4,4,4,4,1,3,3,1,2,2,3,6,6,9,2,1,1,1,6,3,3,6,3,3,2,6,0,44.0902
28852,1,2,3,3,3,1,6,6,6,6,6,6,6,2,1,6,1,0,1,2,3,3,9,2,2,3,3,1,3,3,3,6,1,3,0,4,3,1,7,5,1,2,1,1,6,6,3,2,1,1,1,4,1,1,5,1,1,1,2,1,11.2514
28855,2,2,1,1,1,2,1,1,1,1,1,6,1,5,1,1,2,0,1,1,3,1,7,1,6,1,1,1,0,0,3,6,6,6,6,0,0,1,3,3,1,1,2,2,8,4,3,2,1,1,1,1,1,1,1,1,1,2,6,0,71.1378
28857,1,1,5,4,2,2,1,3,1,1,1,6,9,3,1,4,2,0,1,1,1,2,7,2,6,2,2,1,4,3,1,9,9,9,9,9,9,1,4,3,1,2,2,2,6,99,1,9,1,1,1,5,2,2,4,1,1,2,6,0,10.9905
28859,1,1,2,2,2,1,6,6,6,6,6,6,6,3,1,2,1,0,3,1,4,2,8,2,6,2,2,1,3,3,3,2,2,6,6,3,3,1,4,3,1,0,1,1,10,10,4,2,1,1,3,3,1,1,2,1,1,2,6,0,11.0243
28861,2,1,2,2,2,1,6,6,6,6,6,6,6,3,1,2,2,0,1,2,4,3,8,2,9,9,3,2,6,6,2,6,6,2,9,2,9,1,5,3,1,2,9,1,4,99,4,1,2,1,1,5,1,1,5,1,1,2,6,0,10.1781
28862,1,2,4,4,2,2,4,1,1,1,2,2,1,3,1,6,2,0,1,1,4,2,4,2,6,2,2,1,4,4,3,2,2,2,3,4,4,1,1,2,1,2,2,2,6,99,4,9,1,1,1,4,1,1,4,1,1,1,1,1,10.376
28863,1,2,2,2,2,1,6,6,6,6,6,6,6,1,1,6,1,1,2,3,2,3,4,2,2,3,3,1,2,2,3,6,6,1,0,2,2,1,7,5,1,1,1,1,7,5,2,2,1,2,2,3,1,1,4,1,1,2,6,0,14.4764
28864,6,6,6,6,6,6,0,6,6,6,6,6,6,1,9,6,1,3,3,3,3,3,8,2,3,3,3,1,4,4,3,6,3,3,3,4,4,3,96,96,6,6,6,6,96,7,2,1,2,1,1,99,9,9,3,1,1,2,6,0,10.1448
28865,1,2,1,2,3,2,1,2,1,1,1,6,2,2,1,3,1,1,1,2,3,3,5,1,2,3,3,2,6,6,1,6,6,6,6,6,6,1,2,2,1,3,2,2,8,8,3,2,3,3,3,6,3,3,4,1,1,1,1,1,21.9931
28866,1,2,2,4,1,2,1,1,1,1,1,6,1,1,1,6,1,1,1,2,4,2,9,2,2,2,2,1,3,4,3,6,1,4,4,4,4,1,7,4,1,2,2,2,8,6,4,2,1,1,1,2,1,1,5,2,2,2,6,0,14.2388
28867,2,2,2,2,4,1,6,6,6,6,6,6,6,5,1,1,2,0,1,1,3,1,4,2,6,1,2,2,6,6,2,6,6,2,0,2,0,1,5,2,2,9,1,1,2,2,3,1,2,1,3,6,3,3,6,3,3,2,6,0,51.9627
28868,2,2,1,3,3,2,2,3,1,1,1,6,3,1,1,4,2,0,1,1,1,2,3,1,2,2,2,2,6,6,3,6,2,1,0,1,0,1,6,6,1,1,1,1,3,99,1,2,1,1,1,5,2,2,4,1,1,1,3,2,10.6607
28871,1,2,1,2,3,2,1,3,1,1,2,2,1,3,1,3,2,0,1,1,1,2,6,2,6,2,3,1,3,3,3,6,1,6,6,3,3,1,4,3,1,2,2,1,4,3,2,2,1,2,1,2,1,1,6,3,2,2,6,0,10.1859
28872,1,2,1,2,3,2,2,1,1,1,1,6,1,1,1,6,1,0,1,3,4,3,5,2,2,3,3,2,6,6,2,6,6,3,2,3,2,1,4,2,1,3,2,2,10,4,4,1,1,1,3,6,2,2,5,1,1,2,6,0,10.1455
28873,1,2,2,4,4,2,1,2,1,1,1,6,1,3,1,6,1,0,1,1,3,1,4,2,1,1,1,1,4,3,3,6,6,3,3,4,3,1,5,5,1,1,2,2,4,6,3,2,1,3,3,1,1,1,2,1,1,2,6,0,51.9627
28874,1,2,1,2,1,1,6,6,6,6,6,6,6,1,1,6,1,0,1,2,1,2,7,2,6,2,2,1,4,4,3,6,6,6,6,4,4,1,5,3,1,2,2,2,6,6,1,2,1,1,1,3,1,1,3,1,1,2,6,0,10.9905
28876,1,2,1,2,3,2,0,6,6,6,6,6,6,1,1,6,2,2,3,3,2,3,4,2,2,3,3,1,0,0,2,6,6,6,6,0,0,1,7,5,1,3,3,3,8,8,2,2,1,2,2,2,1,1,4,1,1,2,6,0,10.8636
28877,6,6,6,6,6,6,1,3,1,1,2,3,1,2,1,3,1,1,3,3,2,1,5,2,2,2,1,2,6,6,1,6,6,6,6,6,6,3,96,96,6,6,6,6,96,1,2,1,2,2,3,5,3,3,3,1,1,2,6,0,17.2455
28881,6,6,6,6,6,6,2,1,1,1,1,6,2,3,1,2,2,0,3,1,4,2,9,1,6,2,3,2,6,6,2,6,1,6,6,6,6,3,96,96,6,6,6,6,96,1,4,2,1,1,1,4,1,1,4,1,1,2,6,0,14.2388
28882,1,2,1,3,3,2,2,3,1,1,2,2,1,1,1,4,2,0,3,2,2,1,8,2,0,1,2,1,0,3,3,6,6,6,6,0,3,1,1,3,1,9,1,1,99,2,2,2,1,2,2,2,1,1,4,3,1,1,2,1,17.2455
28886,3,2,2,2,2,2,1,2,1,2,1,6,2,1,9,6,1,0,1,2,4,3,5,2,3,3,3,2,6,6,1,6,6,6,6,6,6,1,4,6,1,2,1,1,6,5,3,1,9,3,3,2,1,1,5,1,1,2,6,0,10.3386
28889,6,6,6,6,6,6,1,2,1,2,1,6,1,3,1,2,1,1,1,2,4,2,4,2,0,2,2,2,6,6,3,6,6,1,0,1,0,3,96,96,6,6,6,6,96,2,4,1,2,1,3,4,1,1,1,1,1,1,2,1,10.5979
28890,6,6,6,6,6,6,3,2,1,1,1,6,1,1,1,2,2,0,1,1,1,1,8,2,6,1,1,2,6,6,3,6,1,1,0,1,0,2,96,96,6,6,6,6,96,4,1,2,1,1,1,1,1,1,2,1,1,2,6,0,11.6733
28892,3,2,1,1,1,2,4,1,2,2,6,6,2,3,1,6,1,0,3,1,2,3,4,2,2,3,3,1,9,0,3,6,6,6,6,9,0,1,6,2,1,2,1,1,6,4,2,2,1,2,2,4,1,1,5,1,1,2,6,0,14.4764
28893,1,6,6,6,6,6,0,6,6,6,6,6,6,1,2,6,2,0,1,4,1,3,4,2,6,3,3,1,9,9,3,6,6,6,6,9,9,1,6,1,2,6,6,6,96,3,4,2,1,1,1,6,3,3,2,1,1,2,6,0,10.6794
28895,2,2,1,1,1,1,6,6,6,6,6,6,6,3,1,5,1,0,1,1,4,2,9,2,6,2,2,2,6,6,3,6,1,3,0,3,0,1,7,4,1,2,2,2,9,9,4,2,1,1,1,4,1,1,4,1,1,2,6,0,10.1339
28896,2,2,2,1,4,2,2,2,1,1,2,2,1,1,1,5,2,0,3,3,2,1,8,1,6,1,2,2,6,6,1,6,6,6,6,6,6,1,3,3,1,1,2,1,6,3,2,2,1,2,2,3,1,1,4,2,1,1,2,9,18.035
28897,1,2,1,2,3,1,6,6,6,6,6,6,6,3,1,2,2,0,3,1,2,2,5,1,1,2,2,2,6,6,2,6,6,6,6,6,6,1,2,5,1,3,3,3,4,99,2,2,1,2,2,6,3,3,6,3,3,2,6,0,69.9298
28898,6,6,6,6,6,6,2,2,1,1,1,6,2,1,1,3,1,0,1,2,4,3,6,2,6,3,3,2,6,6,2,6,6,6,6,6,6,2,96,96,6,6,6,6,96,5,4,2,1,3,3,5,1,1,5,1,1,2,6,0,11.6819
28899,1,2,2,2,2,2,1,2,1,2,1,6,1,3,1,2,1,1,3,1,2,3,9,2,1,3,3,1,1,0,3,6,6,2,0,2,0,1,7,4,1,3,2,2,7,4,2,2,1,2,2,5,1,1,6,2,2,2,6,0,14.4764
28900,2,1,2,2,4,2,2,3,1,2,2,3,3,2,1,6,1,0,1,3,3,3,6,2,1,3,3,1,0,1,3,6,6,6,6,0,1,1,1,3,1,2,1,1,8,7,3,1,2,3,3,5,1,1,4,1,1,1,1,1,10.516
28902,1,6,6,6,6,6,2,2,1,1,1,6,3,1,1,6,2,3,3,3,2,2,10,2,1,2,2,2,6,6,1,6,6,6,6,6,6,1,1,1,1,6,6,6,96,4,2,1,2,2,3,5,3,3,5,3,3,2,6,0,35.7752
28905,2,1,1,5,2,2,1,2,1,1,1,6,1,3,1,3,1,0,3,2,2,2,8,2,1,2,3,1,1,0,3,6,6,6,6,1,0,1,4,3,1,2,1,1,5,5,2,2,1,2,2,2,1,1,2,1,1,2,6,0,12.7771
28910,2,1,3,4,4,2,4,1,1,2,1,6,3,3,1,3,2,0,2,1,2,1,5,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,6,2,1,1,2,2,5,5,2,2,1,2,2,4,2,2,5,3,3,2,6,0,16.1185
28911,2,2,2,2,2,2,1,1,1,1,1,6,2,3,1,2,2,0,1,1,3,3,4,2,2,3,3,2,6,6,2,6,6,6,6,6,6,1,1,1,1,2,1,1,99,99,3,2,1,1,1,2,1,1,4,1,1,2,6,0,10.516
28914,1,6,6,6,6,6,4,2,1,2,1,6,1,1,1,6,1,0,1,1,4,1,9,1,6,1,1,1,4,3,3,6,1,1,0,4,3,1,7,4,1,6,6,6,96,6,9,2,1,1,1,3,1,1,4,2,2,2,6,0,14.3545
28917,6,6,6,6,6,6,4,2,1,2,2,1,3,1,1,4,2,0,1,1,3,1,5,1,6,1,1,1,2,2,3,6,1,6,6,2,2,2,96,96,6,6,6,6,96,2,3,1,2,5,3,4,2,2,4,2,2,1,3,3,51.9627
28918,1,2,2,2,2,1,6,6,6,6,6,6,6,4,1,6,1,2,1,4,4,1,10,2,9,1,1,2,6,6,1,6,6,6,6,6,6,1,6,7,1,1,2,2,4,4,9,1,9,3,3,2,1,1,2,1,1,2,6,0,87.6077
28921,3,2,3,3,2,2,1,2,1,1,1,6,1,3,1,2,2,0,1,1,4,2,5,2,6,2,2,2,6,6,3,4,2,6,6,6,6,1,1,8,1,9,1,1,5,3,4,2,1,1,1,5,2,2,5,2,2,2,6,0,10.8597
28922,1,2,4,4,5,1,6,6,6,6,6,6,6,4,1,3,2,0,1,1,4,2,8,1,6,2,2,1,2,0,3,3,2,3,3,4,3,1,1,9,1,2,2,2,9,9,4,1,1,1,3,3,1,1,1,1,1,1,1,1,10.1392
28923,3,2,2,2,3,2,3,1,1,1,1,6,3,3,1,3,2,0,1,1,3,1,5,1,6,1,1,2,6,6,3,6,6,1,0,1,0,1,3,2,1,0,1,1,6,4,3,1,1,1,1,99,9,9,99,9,9,2,6,0,51.9627
28926,2,1,3,5,2,1,6,6,6,6,6,6,6,1,1,6,1,3,1,4,3,3,8,2,6,3,3,1,2,1,2,6,6,6,6,2,1,1,1,2,1,0,1,1,5,5,3,1,2,5,3,2,1,1,2,1,1,2,6,0,11.2514
28928,6,6,6,6,6,6,1,1,1,1,1,6,1,3,1,6,2,0,3,1,2,1,5,2,1,1,2,2,6,6,2,3,6,6,6,6,6,3,96,96,6,6,6,6,96,1,2,2,1,2,2,4,2,1,2,1,1,1,1,1,17.2455
28929,1,2,2,2,4,1,6,6,6,6,6,6,6,3,1,2,2,0,1,1,4,2,9,2,6,2,2,2,6,6,3,6,6,4,0,4,0,1,7,4,1,2,2,2,7,8,4,2,1,1,1,1,1,1,1,1,1,1,1,1,11.0931
28930,2,2,5,3,2,2,2,2,1,1,2,2,1,3,1,3,1,0,1,1,3,3,6,2,2,3,3,1,0,0,3,6,1,0,0,0,0,1,7,5,1,2,1,1,5,4,4,1,2,1,3,2,1,1,2,1,1,1,2,3,10.1448
28931,1,2,2,2,1,2,5,3,1,2,2,2,3,1,1,6,1,1,1,2,4,2,4,2,6,2,2,1,4,4,3,6,6,2,2,4,4,1,7,5,2,9,1,1,2,2,4,2,2,1,3,1,1,1,1,1,1,2,6,0,11.0918
28934,6,6,6,6,6,6,3,2,1,2,1,6,2,3,1,4,2,0,1,1,1,1,8,2,6,1,1,2,6,6,1,6,6,6,6,6,6,2,96,96,6,6,6,6,96,1,1,2,1,1,1,5,3,3,4,2,2,2,6,0,11.4527
28935,1,2,1,2,1,1,6,6,6,6,6,6,6,3,1,4,2,0,3,1,4,2,1,2,2,2,2,2,6,6,3,9,1,6,6,6,6,1,5,5,1,2,2,2,6,7,4,2,1,1,1,2,1,1,5,2,2,2,6,0,11.0901
28936,3,1,5,5,5,2,9,9,9,9,9,9,9,1,1,1,2,0,1,1,1,1,8,2,6,1,1,2,6,6,1,6,6,2,1,2,1,1,1,9,9,9,1,1,99,4,1,2,1,1,1,5,3,3,4,2,2,2,6,0,11.4527
28937,6,6,6,6,6,6,4,4,1,1,1,6,3,1,2,6,2,1,3,1,1,1,9,2,6,1,1,1,3,3,2,6,6,6,6,3,3,3,96,96,6,6,6,6,96,3,1,2,1,1,1,3,1,1,2,1,1,2,6,0,10.7196
28944,1,2,2,1,1,2,1,2,1,2,1,6,3,3,1,3,2,0,3,1,2,3,9,2,2,3,3,1,1,0,3,6,6,6,6,1,0,1,7,4,1,3,2,2,6,6,2,2,1,2,2,4,1,1,3,1,1,2,6,0,14.4764
28945,2,2,1,1,2,2,1,1,1,1,1,6,1,3,1,3,2,0,1,3,4,3,6,2,2,3,3,1,0,0,3,6,3,6,6,0,0,1,5,5,1,3,2,2,7,5,4,1,2,1,3,5,1,1,4,1,1,2,6,0,10.1569
28948,1,2,2,1,2,2,2,1,1,2,2,2,2,3,1,2,2,0,3,1,2,1,9,2,6,1,2,1,1,1,3,6,6,6,6,1,1,1,7,4,2,1,2,1,3,2,2,1,2,3,5,6,3,3,5,3,2,2,6,0,16.1185
28950,1,2,2,2,2,1,6,6,6,6,6,6,6,4,2,4,2,0,1,1,4,2,10,2,6,2,2,2,6,6,3,3,1,6,6,6,6,1,4,3,1,2,2,2,8,5,4,2,1,1,1,6,3,3,5,2,2,2,6,0,14.2388
28955,1,2,1,2,1,2,2,1,1,1,1,6,1,3,1,1,2,0,1,1,3,3,4,1,2,3,3,1,4,4,3,6,2,6,6,4,4,1,3,5,1,3,2,2,9,7,3,2,1,1,1,99,9,9,99,9,9,2,6,0,11.7664
28958,1,2,2,2,2,1,6,6,6,6,6,6,6,3,1,6,1,0,3,1,2,2,5,2,6,2,2,2,6,6,1,6,6,6,6,6,6,1,3,3,1,2,2,2,99,5,2,1,1,3,3,6,3,3,1,1,1,2,6,0,37.4128
28960,6,6,6,6,6,6,0,6,6,6,6,6,6,3,1,2,1,0,3,1,2,2,5,1,6,2,3,1,0,3,3,4,6,3,4,3,4,3,96,96,6,6,6,6,96,1,2,2,1,2,2,5,2,1,6,3,2,1,1,1,10.4948
28962,3,1,1,1,2,2,1,2,1,1,1,6,3,3,1,3,2,0,1,1,1,2,3,2,6,2,2,1,4,2,3,6,1,6,6,4,2,1,2,7,1,9,1,1,4,2,1,2,1,1,1,99,9,9,99,9,9,2,6,0,10.0027
28964,1,2,2,2,1,1,6,6,6,6,6,6,6,3,1,1,2,0,3,2,2,2,8,2,2,2,2,1,2,2,2,6,6,6,6,2,2,1,4,3,1,2,2,2,7,8,2,2,1,2,2,6,3,3,6,3,3,2,6,0,69.9298
28967,6,6,6,6,6,6,1,1,1,1,2,2,1,1,1,5,1,2,1,2,1,3,1,2,2,3,3,2,6,6,3,2,1,6,6,6,6,2,96,96,6,6,6,6,96,8,1,2,1,1,1,4,1,1,4,1,1,2,6,0,10.193
28968,3,1,2,2,1,1,6,6,6,6,6,6,6,1,9,5,2,0,1,2,3,2,4,2,2,2,2,2,6,6,3,9,6,6,6,6,6,1,6,3,1,1,1,1,99,3,3,2,9,1,3,5,2,2,6,3,3,2,6,0,203.0235
28970,3,1,2,2,2,2,2,1,1,1,1,6,2,3,1,2,2,0,3,1,3,2,5,2,6,2,2,1,3,0,3,6,6,6,6,3,0,1,2,7,1,0,1,1,6,6,3,2,1,3,3,6,3,3,6,3,3,2,6,0,63.2254
28972,2,6,6,6,6,6,2,1,1,1,1,6,2,1,2,6,1,2,1,4,4,3,5,2,2,3,3,2,6,6,1,6,6,6,6,6,6,1,4,3,1,6,6,6,96,10,3,1,2,3,3,2,1,1,2,1,1,2,6,0,15.8208
28973,1,1,1,3,2,2,3,2,1,1,2,3,1,4,1,1,1,2,1,1,4,1,10,2,6,1,1,2,6,6,3,6,6,6,6,6,6,1,1,2,1,0,1,1,10,1,9,2,1,1,3,3,1,1,5,3,3,1,1,1,10.1413
28977,1,2,1,3,2,1,6,6,6,6,6,6,6,5,1,1,1,2,1,4,3,1,9,2,2,2,2,1,4,4,2,6,6,6,6,4,4,1,7,4,2,1,1,1,3,3,3,1,2,3,3,2,1,1,1,1,1,2,6,0,44.3073
28978,1,2,2,1,1,2,2,2,1,2,2,3,2,1,1,6,1,1,1,1,4,2,5,2,1,2,2,1,4,3,3,6,6,3,3,4,4,1,7,5,1,2,2,2,8,8,4,2,1,1,1,6,3,3,5,2,2,2,6,0,10.9311
28979,6,6,6,6,6,6,0,6,6,6,6,6,6,5,1,6,2,0,1,4,4,2,3,2,9,2,3,2,6,6,1,6,6,6,6,6,6,3,96,96,6,6,6,6,96,4,4,2,1,1,1,2,1,1,4,1,1,2,6,0,12.801
28982,1,2,2,2,2,2,1,3,1,1,1,6,1,3,1,4,1,0,1,1,1,2,5,2,6,2,2,2,6,6,3,2,6,6,6,6,6,1,1,7,1,2,2,2,6,5,3,2,1,1,1,3,1,1,2,1,1,2,6,0,10.1859
28987,1,2,1,3,2,2,0,6,6,6,6,6,6,1,1,6,1,2,1,4,3,3,9,2,2,3,3,2,6,6,1,6,6,6,6,6,6,1,7,4,1,2,1,1,7,8,3,2,1,1,1,6,3,3,5,1,1,2,6,0,11.7664
28989,2,2,2,5,2,2,1,2,1,1,1,6,2,4,1,4,2,0,1,2,4,1,10,2,6,1,1,2,6,6,2,6,1,9,9,9,9,1,99,99,1,1,2,2,5,4,9,1,3,3,3,6,3,3,6,3,3,2,6,0,44.0902
28990,6,6,6,6,6,6,3,3,1,1,2,2,1,1,1,4,2,0,1,1,4,2,5,2,6,2,2,1,4,9,2,6,6,6,6,4,9,3,96,96,6,6,6,6,96,5,4,1,1,1,1,2,1,1,3,1,1,2,6,0,10.0555
28991,1,2,1,2,2,1,6,6,6,6,6,6,6,1,1,6,2,0,1,2,3,1,10,2,6,1,1,2,6,6,1,6,6,6,6,6,6,1,7,7,2,1,2,2,3,4,3,1,2,3,3,2,1,1,2,1,1,1,1,1,51.9627
28993,1,2,2,2,1,2,1,2,1,1,1,6,1,3,1,6,1,0,1,2,3,1,5,2,3,3,1,1,2,0,3,3,3,6,6,2,0,1,1,2,1,1,1,2,5,5,3,2,1,1,1,6,3,3,6,3,3,2,6,0,51.9627
28996,1,2,2,3,1,1,6,6,6,6,6,6,6,3,1,6,1,0,3,2,2,2,5,2,2,2,2,1,1,1,3,6,6,0,0,1,1,1,4,2,1,2,2,2,6,5,2,1,2,2,2,6,3,3,5,2,2,2,6,0,10.8988
28999,6,6,6,6,6,6,1,3,1,1,1,6,1,1,1,5,2,0,1,1,4,2,5,2,6,2,2,2,6,6,2,6,6,6,6,6,6,2,96,96,6,6,6,6,96,5,4,2,1,1,1,5,2,2,5,2,2,2,6,0,10.6548
29000,1,6,6,6,6,6,0,6,6,6,6,6,6,3,1,6,2,0,3,2,2,2,5,2,6,2,2,2,6,6,1,6,6,6,6,6,6,1,99,99,1,6,6,6,96,4,2,2,1,2,2,2,1,1,4,1,1,1,1,1,37.4128
29001,1,2,2,2,2,1,6,6,6,6,6,6,6,1,1,3,2,0,1,1,1,1,8,2,6,1,1,2,6,6,1,1,6,6,6,6,6,1,2,8,1,1,2,2,4,99,1,2,1,1,1,4,2,2,5,3,3,2,6,0,11.4527
29003,1,2,1,3,2,1,6,6,6,6,6,6,6,3,1,5,1,2,1,3,3,3,9,2,2,3,3,1,4,0,3,6,3,6,6,4,0,1,5,5,1,3,2,2,10,99,4,1,2,3,3,5,1,1,5,1,1,1,1,1,10.1695
29004,6,6,6,6,6,6,3,1,1,1,2,2,1,3,1,1,1,2,1,3,4,1,4,2,6,1,1,2,6,6,2,6,6,0,0,0,0,2,96,96,6,6,6,6,96,4,9,2,1,5,3,6,3,3,3,1,1,2,6,0,32.2057
